ticker,edate,etime,beforedate,afterdate
DKS,2008-08-21,BMO,2008-08-20,2008-08-21
DKS,2008-11-20,BMO,2008-11-19,2008-11-20
DKS,2009-03-10,BMO,2009-03-09,2009-03-10
DKS,2009-05-19,BMO,2009-05-18,2009-05-19
DKS,2009-08-20,BMO,2009-08-19,2009-08-20
DKS,2009-11-19,BMO,2009-11-18,2009-11-19
DKS,2010-03-09,BMO,2010-03-08,2010-03-09
DKS,2010-05-18,BMO,2010-05-17,2010-05-18
DKS,2010-08-19,BMO,2010-08-18,2010-08-19
DKS,2010-11-16,BMO,2010-11-15,2010-11-16
DKS,2011-03-08,BMO,2011-03-07,2011-03-08
DKS,2011-05-17,BMO,2011-05-16,2011-05-17
DKS,2011-08-16,BMO,2011-08-15,2011-08-16
DKS,2011-11-15,BMO,2011-11-14,2011-11-15
DKS,2012-03-06,BMO,2012-03-05,2012-03-06
DKS,2012-05-15,BMO,2012-05-14,2012-05-15
DKS,2012-08-14,BMO,2012-08-13,2012-08-14
DKS,2012-11-13,BMO,2012-11-12,2012-11-13
DKS,2013-03-11,BMO,2013-03-08,2013-03-11
DKS,2013-05-21,BMO,2013-05-20,2013-05-21
DKS,2013-08-20,BMO,2013-08-19,2013-08-20
DKS,2013-11-19,BMO,2013-11-18,2013-11-19
DKS,2014-03-11,BMO,2014-03-10,2014-03-11
DKS,2014-05-20,BMO,2014-05-19,2014-05-20
DKS,2014-08-19,BMO,2014-08-18,2014-08-19
DKS,2014-11-18,BMO,2014-11-17,2014-11-18
DKS,2015-03-03,BMO,2015-03-02,2015-03-03
DKS,2015-05-19,BMO,2015-05-18,2015-05-19
DKS,2015-08-18,BMO,2015-08-17,2015-08-18
DKS,2015-11-17,BMO,2015-11-16,2015-11-17
DKS,2016-03-08,BMO,2016-03-07,2016-03-08
DKS,2016-05-19,BMO,2016-05-18,2016-05-19
DKS,2016-08-16,BMO,2016-08-15,2016-08-16
DKS,2016-11-15,BMO,2016-11-14,2016-11-15
DKS,2017-03-07,BMO,2017-03-06,2017-03-07
DKS,2017-05-16,BMO,2017-05-15,2017-05-16
DKS,2017-08-15,BMO,2017-08-14,2017-08-15
DKS,2017-11-14,BMO,2017-11-13,2017-11-14
DKS,2018-03-13,BMO,2018-03-12,2018-03-13
DKS,2018-05-30,BMO,2018-05-29,2018-05-30
DKS,2018-08-29,BMO,2018-08-28,2018-08-29
DKS,2018-11-28,BMO,2018-11-27,2018-11-28
DKS,2019-03-12,BMO,2019-03-11,2019-03-12
DKS,2019-05-29,BMO,2019-05-28,2019-05-29
DKS,2019-08-22,BMO,2019-08-21,2019-08-22
DKS,2019-11-26,BMO,2019-11-25,2019-11-26
DKS,2020-03-10,BMO,2020-03-09,2020-03-10
DKS,2020-06-02,BMO,2020-06-01,2020-06-02
DKS,2020-08-26,BMO,2020-08-25,2020-08-26
DKS,2020-11-24,BMO,2020-11-23,2020-11-24
DKS,2021-03-09,BMO,2021-03-08,2021-03-09
DKS,2021-05-26,BMO,2021-05-25,2021-05-26
DKS,2021-08-25,BMO,2021-08-24,2021-08-25
DKS,2021-11-23,BMO,2021-11-22,2021-11-23
DKS,2022-03-08,BMO,2022-03-07,2022-03-08
DKS,2022-05-25,BMO,2022-05-24,2022-05-25
DLO,2021-06-04,BMO,2021-06-03,2021-06-04
DLO,2021-08-18,AMC,2021-08-18,2021-08-19
DLO,2021-11-16,AMC,2021-11-16,2021-11-17
DLO,2022-03-14,AMC,2022-03-14,2022-03-15
DLO,2022-05-17,AMC,2022-05-17,2022-05-18
DLR,2006-11-06,BMO,2006-11-03,2006-11-06
DLR,2007-02-27,BMO,2007-02-26,2007-02-27
DLR,2007-05-08,BMO,2007-05-07,2007-05-08
DLR,2007-08-07,BMO,2007-08-06,2007-08-07
DLR,2007-11-06,BMO,2007-11-05,2007-11-06
DLR,2008-02-26,BMO,2008-02-25,2008-02-26
DLR,2008-05-08,BMO,2008-05-07,2008-05-08
DLR,2008-08-06,BMO,2008-08-05,2008-08-06
DLR,2008-11-05,BMO,2008-11-04,2008-11-05
DLR,2009-02-26,BMO,2009-02-25,2009-02-26
DLR,2009-04-28,BMO,2009-04-27,2009-04-28
DLR,2009-07-30,BMO,2009-07-29,2009-07-30
DLR,2009-10-29,BMO,2009-10-28,2009-10-29
DLR,2010-02-25,BMO,2010-02-24,2010-02-25
DLR,2010-04-29,BMO,2010-04-28,2010-04-29
DLR,2010-07-23,BMO,2010-07-22,2010-07-23
DLR,2010-11-04,BMO,2010-11-03,2010-11-04
DLR,2011-02-18,BMO,2011-02-17,2011-02-18
DLR,2011-04-28,BMO,2011-04-27,2011-04-28
DLR,2011-07-28,BMO,2011-07-27,2011-07-28
DLR,2011-10-27,BMO,2011-10-26,2011-10-27
DLR,2012-02-17,BMO,2012-02-16,2012-02-17
DLR,2012-04-26,BMO,2012-04-25,2012-04-26
DLR,2012-07-25,BMO,2012-07-24,2012-07-25
DLR,2012-10-26,BMO,2012-10-25,2012-10-26
DLR,2013-02-15,BMO,2013-02-14,2013-02-15
DLR,2013-04-26,BMO,2013-04-25,2013-04-26
DLR,2013-07-26,BMO,2013-07-25,2013-07-26
DLR,2013-10-29,AMC,2013-10-29,2013-10-30
DLR,2014-02-24,AMC,2014-02-24,2014-02-25
DLR,2014-05-06,AMC,2014-05-06,2014-05-07
DLR,2014-07-29,AMC,2014-07-29,2014-07-30
DLR,2014-10-28,AMC,2014-10-28,2014-10-29
DLR,2015-02-12,AMC,2015-02-12,2015-02-13
DLR,2015-05-05,AMC,2015-05-05,2015-05-06
DLR,2015-07-30,AMC,2015-07-30,2015-07-31
DLR,2015-10-29,AMC,2015-10-29,2015-10-30
DLR,2016-02-25,AMC,2016-02-25,2016-02-26
DLR,2016-04-28,AMC,2016-04-28,2016-04-29
DLR,2016-07-28,AMC,2016-07-28,2016-07-29
DLR,2016-10-27,AMC,2016-10-27,2016-10-28
DLR,2017-02-16,AMC,2017-02-16,2017-02-17
DLR,2017-04-27,AMC,2017-04-27,2017-04-28
DLR,2017-07-27,AMC,2017-07-27,2017-07-28
DLR,2017-10-25,AMC,2017-10-25,2017-10-26
DLR,2018-02-15,AMC,2018-02-15,2018-02-16
DLR,2018-04-26,AMC,2018-04-26,2018-04-27
DLR,2018-07-26,AMC,2018-07-26,2018-07-27
DLR,2018-10-25,AMC,2018-10-25,2018-10-26
DLR,2019-02-05,AMC,2019-02-05,2019-02-06
DLR,2019-04-25,AMC,2019-04-25,2019-04-26
DLR,2019-07-30,AMC,2019-07-30,2019-07-31
DLR,2019-10-29,AMC,2019-10-29,2019-10-30
DLR,2020-02-13,AMC,2020-02-13,2020-02-14
DLR,2020-05-07,AMC,2020-05-07,2020-05-08
DLR,2020-07-30,AMC,2020-07-30,2020-07-31
DLR,2020-10-29,AMC,2020-10-29,2020-10-30
DLR,2021-02-11,AMC,2021-02-11,2021-02-12
DLR,2021-04-29,AMC,2021-04-29,2021-04-30
DLR,2021-07-29,AMC,2021-07-29,2021-07-30
DLR,2021-10-26,AMC,2021-10-26,2021-10-27
DLR,2022-02-17,AMC,2022-02-17,2022-02-18
DLR,2022-04-28,AMC,2022-04-28,2022-04-29
DLTR,2000-04-25,BMO,2000-04-24,2000-04-25
DLTR,2000-07-19,BMO,2000-07-18,2000-07-19
DLTR,2000-10-24,BMO,2000-10-23,2000-10-24
DLTR,2001-01-23,BMO,2001-01-22,2001-01-23
DLTR,2003-05-29,BMO,2003-05-28,2003-05-29
DLTR,2003-08-26,BMO,2003-08-25,2003-08-26
DLTR,2003-11-25,BMO,2003-11-24,2003-11-25
DLTR,2004-02-24,BMO,2004-02-23,2004-02-24
DLTR,2004-05-26,BMO,2004-05-25,2004-05-26
DLTR,2004-08-25,BMO,2004-08-24,2004-08-25
DLTR,2004-11-23,BMO,2004-11-22,2004-11-23
DLTR,2005-02-23,BMO,2005-02-22,2005-02-23
DLTR,2005-05-25,BMO,2005-05-24,2005-05-25
DLTR,2005-08-24,BMO,2005-08-23,2005-08-24
DLTR,2005-11-22,BMO,2005-11-21,2005-11-22
DLTR,2006-02-22,BMO,2006-02-21,2006-02-22
DLTR,2006-05-24,BMO,2006-05-23,2006-05-24
DLTR,2006-08-23,BMO,2006-08-22,2006-08-23
DLTR,2006-11-21,BMO,2006-11-20,2006-11-21
DLTR,2007-02-28,BMO,2007-02-27,2007-02-28
DLTR,2007-05-30,BMO,2007-05-29,2007-05-30
DLTR,2007-08-29,BMO,2007-08-28,2007-08-29
DLTR,2007-11-28,BMO,2007-11-27,2007-11-28
DLTR,2008-02-27,BMO,2008-02-26,2008-02-27
DLTR,2008-05-28,BMO,2008-05-27,2008-05-28
DLTR,2008-08-27,BMO,2008-08-26,2008-08-27
DLTR,2008-11-25,BMO,2008-11-24,2008-11-25
DLTR,2009-02-25,BMO,2009-02-24,2009-02-25
DLTR,2009-05-27,BMO,2009-05-26,2009-05-27
DLTR,2009-08-26,BMO,2009-08-25,2009-08-26
DLTR,2009-11-24,BMO,2009-11-23,2009-11-24
DLTR,2010-02-24,BMO,2010-02-23,2010-02-24
DLTR,2010-05-20,BMO,2010-05-19,2010-05-20
DLTR,2010-08-19,BMO,2010-08-18,2010-08-19
DLTR,2010-11-18,BMO,2010-11-17,2010-11-18
DLTR,2011-02-23,BMO,2011-02-22,2011-02-23
DLTR,2011-05-19,BMO,2011-05-18,2011-05-19
DLTR,2011-08-18,BMO,2011-08-17,2011-08-18
DLTR,2011-11-17,BMO,2011-11-16,2011-11-17
DLTR,2012-02-22,BMO,2012-02-21,2012-02-22
DLTR,2012-05-17,BMO,2012-05-16,2012-05-17
DLTR,2012-08-16,BMO,2012-08-15,2012-08-16
DLTR,2012-11-15,BMO,2012-11-14,2012-11-15
DLTR,2013-02-27,BMO,2013-02-26,2013-02-27
DLTR,2013-05-23,BMO,2013-05-22,2013-05-23
DLTR,2013-08-22,BMO,2013-08-21,2013-08-22
DLTR,2013-11-21,BMO,2013-11-20,2013-11-21
DLTR,2014-02-26,BMO,2014-02-25,2014-02-26
DLTR,2014-05-22,BMO,2014-05-21,2014-05-22
DLTR,2014-08-21,BMO,2014-08-20,2014-08-21
DLTR,2014-11-20,BMO,2014-11-19,2014-11-20
DLTR,2015-02-25,BMO,2015-02-24,2015-02-25
DLTR,2015-05-21,BMO,2015-05-20,2015-05-21
DLTR,2015-09-01,BMO,2015-08-31,2015-09-01
DLTR,2015-11-24,BMO,2015-11-23,2015-11-24
DLTR,2016-03-01,BMO,2016-02-29,2016-03-01
DLTR,2016-05-26,BMO,2016-05-25,2016-05-26
DLTR,2016-08-25,BMO,2016-08-24,2016-08-25
DLTR,2016-11-22,BMO,2016-11-21,2016-11-22
DLTR,2017-03-01,BMO,2017-02-28,2017-03-01
DLTR,2017-05-25,BMO,2017-05-24,2017-05-25
DLTR,2017-08-24,BMO,2017-08-23,2017-08-24
DLTR,2017-11-21,BMO,2017-11-20,2017-11-21
DLTR,2018-03-07,BMO,2018-03-06,2018-03-07
DLTR,2018-05-31,BMO,2018-05-30,2018-05-31
DLTR,2018-08-30,BMO,2018-08-29,2018-08-30
DLTR,2018-11-29,BMO,2018-11-28,2018-11-29
DLTR,2019-03-06,BMO,2019-03-05,2019-03-06
DLTR,2019-05-30,BMO,2019-05-29,2019-05-30
DLTR,2019-08-29,BMO,2019-08-28,2019-08-29
DLTR,2019-11-26,BMO,2019-11-25,2019-11-26
DLTR,2020-03-04,BMO,2020-03-03,2020-03-04
DLTR,2020-05-28,BMO,2020-05-27,2020-05-28
DLTR,2020-08-27,BMO,2020-08-26,2020-08-27
DLTR,2020-11-24,BMO,2020-11-23,2020-11-24
DLTR,2021-03-03,BMO,2021-03-02,2021-03-03
DLTR,2021-05-27,BMO,2021-05-26,2021-05-27
DLTR,2021-08-26,BMO,2021-08-25,2021-08-26
DLTR,2021-11-23,BMO,2021-11-22,2021-11-23
DLTR,2022-03-02,BMO,2022-03-01,2022-03-02
DLTR,2022-05-26,BMO,2022-05-25,2022-05-26
DM,2021-03-15,BMO,2021-03-12,2021-03-15
DM,2021-05-17,AMC,2021-05-17,2021-05-18
DM,2021-08-11,AMC,2021-08-11,2021-08-12
DM,2021-11-15,AMC,2021-11-15,2021-11-16
DM,2022-03-08,AMC,2022-03-08,2022-03-09
DNA,2021-09-20,BMO,2021-09-17,2021-09-20
DNA,2021-11-15,BMO,2021-11-12,2021-11-15
DNMR,2021-03-29,AMC,2021-03-29,2021-03-30
DNMR,2021-05-17,AMC,2021-05-17,2021-05-18
DNMR,2021-08-16,AMC,2021-08-16,2021-08-17
DNMR,2021-11-15,AMC,2021-11-15,2021-11-16
DNMR,2022-02-28,AMC,2022-02-28,2022-03-01
DNN,2007-05-10,BMO,2007-05-09,2007-05-10
DNN,2007-08-09,BMO,2007-08-08,2007-08-09
DNN,2007-11-08,BMO,2007-11-07,2007-11-08
DNN,2008-03-18,BMO,2008-03-17,2008-03-18
DNN,2008-05-14,BMO,2008-05-13,2008-05-14
DNN,2008-08-13,BMO,2008-08-12,2008-08-13
DNN,2008-11-13,BMO,2008-11-12,2008-11-13
DNN,2009-03-18,BMO,2009-03-17,2009-03-18
DNN,2009-05-13,BMO,2009-05-12,2009-05-13
DNN,2009-08-12,BMO,2009-08-11,2009-08-12
DNN,2009-11-11,BMO,2009-11-10,2009-11-11
DNN,2010-03-11,BMO,2010-03-10,2010-03-11
DNN,2010-05-06,BMO,2010-05-05,2010-05-06
DNN,2010-08-04,BMO,2010-08-03,2010-08-04
DNN,2010-08-05,BMO,2010-08-04,2010-08-05
DNN,2010-11-04,BMO,2010-11-03,2010-11-04
DNN,2011-03-10,AMC,2011-03-10,2011-03-11
DNN,2011-05-11,BMO,2011-05-10,2011-05-11
DNN,2011-08-04,BMO,2011-08-03,2011-08-04
DNN,2011-11-03,BMO,2011-11-02,2011-11-03
DNN,2012-03-08,AMC,2012-03-08,2012-03-09
DNN,2012-03-13,BMO,2012-03-12,2012-03-13
DNN,2012-05-09,AMC,2012-05-09,2012-05-10
DNN,2012-08-09,AMC,2012-08-09,2012-08-10
DNN,2012-11-08,AMC,2012-11-08,2012-11-09
DNN,2013-03-07,BMO,2013-03-06,2013-03-07
DNN,2013-05-08,BMO,2013-05-07,2013-05-08
DNN,2013-08-08,BMO,2013-08-07,2013-08-08
DNN,2013-11-07,BMO,2013-11-06,2013-11-07
DNN,2014-03-06,BMO,2014-03-05,2014-03-06
DNN,2014-05-08,BMO,2014-05-07,2014-05-08
DNN,2014-08-07,BMO,2014-08-06,2014-08-07
DNN,2014-11-06,BMO,2014-11-05,2014-11-06
DNN,2015-03-05,BMO,2015-03-04,2015-03-05
DNN,2015-05-06,BMO,2015-05-05,2015-05-06
DNN,2015-08-05,BMO,2015-08-04,2015-08-05
DNN,2015-11-05,AMC,2015-11-05,2015-11-06
DNN,2016-03-09,BMO,2016-03-08,2016-03-09
DNN,2016-05-04,BMO,2016-05-03,2016-05-04
DNN,2016-08-04,BMO,2016-08-03,2016-08-04
DNN,2016-11-03,AMC,2016-11-03,2016-11-04
DNN,2017-03-08,BMO,2017-03-07,2017-03-08
DNN,2017-05-02,BMO,2017-05-01,2017-05-02
DNN,2017-08-03,BMO,2017-08-02,2017-08-03
DNN,2017-10-31,BMO,2017-10-30,2017-10-31
DNN,2018-03-08,BMO,2018-03-07,2018-03-08
DNN,2018-05-02,BMO,2018-05-01,2018-05-02
DNN,2018-08-09,BMO,2018-08-08,2018-08-09
DNN,2018-11-09,BMO,2018-11-08,2018-11-09
DNN,2019-03-07,BMO,2019-03-06,2019-03-07
DNN,2019-05-01,BMO,2019-04-30,2019-05-01
DNN,2019-08-09,BMO,2019-08-08,2019-08-09
DNN,2019-11-07,AMC,2019-11-07,2019-11-08
DNN,2020-03-05,AMC,2020-03-05,2020-03-06
DNN,2020-05-06,AMC,2020-05-06,2020-05-07
DNN,2020-08-06,BMO,2020-08-05,2020-08-06
DNN,2020-11-05,BMO,2020-11-04,2020-11-05
DNN,2021-03-04,BMO,2021-03-03,2021-03-04
DNN,2021-05-06,BMO,2021-05-05,2021-05-06
DNN,2021-08-05,BMO,2021-08-04,2021-08-05
DNN,2021-11-04,BMO,2021-11-03,2021-11-04
DNN,2022-03-03,BMO,2022-03-02,2022-03-03
DNOW,2014-08-06,BMO,2014-08-05,2014-08-06
DNOW,2014-11-06,BMO,2014-11-05,2014-11-06
DNOW,2015-02-23,BMO,2015-02-20,2015-02-23
DNOW,2015-05-07,BMO,2015-05-06,2015-05-07
DNOW,2015-08-05,BMO,2015-08-04,2015-08-05
DNOW,2015-11-03,BMO,2015-11-02,2015-11-03
DNOW,2016-02-23,BMO,2016-02-22,2016-02-23
DNOW,2016-05-04,BMO,2016-05-03,2016-05-04
DNOW,2016-08-03,BMO,2016-08-02,2016-08-03
DNOW,2016-11-02,BMO,2016-11-01,2016-11-02
DNOW,2017-02-15,BMO,2017-02-14,2017-02-15
DNOW,2017-05-03,BMO,2017-05-02,2017-05-03
DNOW,2017-08-02,BMO,2017-08-01,2017-08-02
DNOW,2017-11-01,BMO,2017-10-31,2017-11-01
DNOW,2018-02-14,BMO,2018-02-13,2018-02-14
DNOW,2018-05-02,BMO,2018-05-01,2018-05-02
DNOW,2018-08-02,BMO,2018-08-01,2018-08-02
DNOW,2018-11-01,BMO,2018-10-31,2018-11-01
DNOW,2019-02-14,BMO,2019-02-13,2019-02-14
DNOW,2019-05-02,BMO,2019-05-01,2019-05-02
DNOW,2019-08-02,BMO,2019-08-01,2019-08-02
DNOW,2019-11-06,BMO,2019-11-05,2019-11-06
DNOW,2020-02-19,BMO,2020-02-18,2020-02-19
DNOW,2020-05-06,BMO,2020-05-05,2020-05-06
DNOW,2020-08-05,BMO,2020-08-04,2020-08-05
DNOW,2020-11-04,BMO,2020-11-03,2020-11-04
DNOW,2021-02-17,BMO,2021-02-16,2021-02-17
DNOW,2021-05-05,BMO,2021-05-04,2021-05-05
DNOW,2021-08-04,BMO,2021-08-03,2021-08-04
DNOW,2021-11-03,BMO,2021-11-02,2021-11-03
DNOW,2022-02-17,BMO,2022-02-16,2022-02-17
DNUT,2021-08-17,AMC,2021-08-17,2021-08-18
DNUT,2021-11-09,AMC,2021-11-09,2021-11-10
DNUT,2022-02-22,AMC,2022-02-22,2022-02-23
DNUT,2022-05-11,BMO,2022-05-10,2022-05-11
DOCN,2021-05-06,BMO,2021-05-05,2021-05-06
DOCN,2021-08-05,BMO,2021-08-04,2021-08-05
DOCN,2021-11-04,BMO,2021-11-03,2021-11-04
DOCN,2022-02-24,BMO,2022-02-23,2022-02-24
DOCN,2022-05-04,AMC,2022-05-04,2022-05-05
DOCS,2021-08-10,AMC,2021-08-10,2021-08-11
DOCS,2021-11-09,AMC,2021-11-09,2021-11-10
DOCS,2022-02-08,AMC,2022-02-08,2022-02-09
DOCS,2022-05-17,AMC,2022-05-17,2022-05-18
DOCU,2018-05-02,BMO,2018-05-01,2018-05-02
DOCU,2018-06-07,AMC,2018-06-07,2018-06-08
DOCU,2018-09-05,AMC,2018-09-05,2018-09-06
DOCU,2018-12-06,AMC,2018-12-06,2018-12-07
DOCU,2019-03-14,AMC,2019-03-14,2019-03-15
DOCU,2019-06-06,AMC,2019-06-06,2019-06-07
DOCU,2019-09-05,AMC,2019-09-05,2019-09-06
DOCU,2019-12-05,AMC,2019-12-05,2019-12-06
DOCU,2020-03-12,AMC,2020-03-12,2020-03-13
DOCU,2020-06-04,AMC,2020-06-04,2020-06-05
DOCU,2020-09-03,AMC,2020-09-03,2020-09-04
DOCU,2020-12-03,AMC,2020-12-03,2020-12-04
DOCU,2021-03-11,AMC,2021-03-11,2021-03-12
DOCU,2021-06-03,AMC,2021-06-03,2021-06-04
DOCU,2021-09-02,AMC,2021-09-02,2021-09-03
DOCU,2021-12-02,AMC,2021-12-02,2021-12-03
DOCU,2022-03-10,AMC,2022-03-10,2022-03-11
DOCU,2022-06-09,AMC,2022-06-09,2022-06-10
DOGZ,2018-10-30,BMO,2018-10-29,2018-10-30
DOGZ,2019-06-18,BMO,2019-06-17,2019-06-18
DOGZ,2019-10-30,BMO,2019-10-29,2019-10-30
DOGZ,2020-10-30,BMO,2020-10-29,2020-10-30
DOGZ,2021-06-04,BMO,2021-06-03,2021-06-04
DOGZ,2021-10-29,BMO,2021-10-28,2021-10-29
DOLE,2021-12-03,BMO,2021-12-02,2021-12-03
DOMA,2021-05-25,BMO,2021-05-24,2021-05-25
DOMA,2021-08-12,AMC,2021-08-12,2021-08-13
DOMA,2021-11-10,AMC,2021-11-10,2021-11-11
DOMA,2022-02-17,AMC,2022-02-17,2022-02-18
DOMO,2018-09-06,AMC,2018-09-06,2018-09-07
DOMO,2018-12-06,AMC,2018-12-06,2018-12-07
DOMO,2019-03-13,AMC,2019-03-13,2019-03-14
DOMO,2019-06-06,AMC,2019-06-06,2019-06-07
DOMO,2019-09-05,AMC,2019-09-05,2019-09-06
DOMO,2019-12-05,AMC,2019-12-05,2019-12-06
DOMO,2020-03-10,AMC,2020-03-10,2020-03-11
DOMO,2020-06-04,AMC,2020-06-04,2020-06-05
DOMO,2020-09-03,AMC,2020-09-03,2020-09-04
DOMO,2020-12-03,AMC,2020-12-03,2020-12-04
DOMO,2021-03-11,AMC,2021-03-11,2021-03-12
DOMO,2021-05-27,BMO,2021-05-26,2021-05-27
DOMO,2021-08-26,AMC,2021-08-26,2021-08-27
DOMO,2021-12-02,AMC,2021-12-02,2021-12-03
DOMO,2022-03-01,AMC,2022-03-01,2022-03-02
DOOO,2022-03-25,BMO,2022-03-24,2022-03-25
DOUG,2022-03-01,BMO,2022-02-28,2022-03-01
DOV,2000-04-17,BMO,2000-04-14,2000-04-17
DOV,2000-07-17,BMO,2000-07-14,2000-07-17
DOV,2000-10-16,BMO,2000-10-13,2000-10-16
DOV,2001-01-22,BMO,2001-01-19,2001-01-22
DOV,2003-04-16,BMO,2003-04-15,2003-04-16
DOV,2003-07-17,BMO,2003-07-16,2003-07-17
DOV,2003-10-16,BMO,2003-10-15,2003-10-16
DOV,2004-01-26,BMO,2004-01-23,2004-01-26
DOV,2004-04-19,BMO,2004-04-16,2004-04-19
DOV,2004-07-19,BMO,2004-07-16,2004-07-19
DOV,2004-10-19,BMO,2004-10-18,2004-10-19
DOV,2005-01-25,BMO,2005-01-24,2005-01-25
DOV,2005-04-19,BMO,2005-04-18,2005-04-19
DOV,2005-07-21,BMO,2005-07-20,2005-07-21
DOV,2006-01-26,BMO,2006-01-25,2006-01-26
DOV,2006-04-27,BMO,2006-04-26,2006-04-27
DOV,2006-07-25,BMO,2006-07-24,2006-07-25
DOV,2006-10-24,BMO,2006-10-23,2006-10-24
DOV,2007-01-31,BMO,2007-01-30,2007-01-31
DOV,2007-04-25,BMO,2007-04-24,2007-04-25
DOV,2007-07-25,BMO,2007-07-24,2007-07-25
DOV,2007-10-24,BMO,2007-10-23,2007-10-24
DOV,2008-01-30,BMO,2008-01-29,2008-01-30
DOV,2008-04-23,BMO,2008-04-22,2008-04-23
DOV,2008-07-23,BMO,2008-07-22,2008-07-23
DOV,2008-10-22,BMO,2008-10-21,2008-10-22
DOV,2009-01-28,BMO,2009-01-27,2009-01-28
DOV,2009-04-22,BMO,2009-04-21,2009-04-22
DOV,2009-07-24,BMO,2009-07-23,2009-07-24
DOV,2009-10-23,BMO,2009-10-22,2009-10-23
DOV,2010-01-29,BMO,2010-01-28,2010-01-29
DOV,2010-04-23,BMO,2010-04-22,2010-04-23
DOV,2010-07-23,BMO,2010-07-22,2010-07-23
DOV,2010-10-22,BMO,2010-10-21,2010-10-22
DOV,2011-01-28,BMO,2011-01-27,2011-01-28
DOV,2011-04-21,BMO,2011-04-20,2011-04-21
DOV,2011-07-22,BMO,2011-07-21,2011-07-22
DOV,2011-10-21,BMO,2011-10-20,2011-10-21
DOV,2012-01-25,BMO,2012-01-24,2012-01-25
DOV,2012-04-18,BMO,2012-04-17,2012-04-18
DOV,2012-07-18,BMO,2012-07-17,2012-07-18
DOV,2012-10-17,BMO,2012-10-16,2012-10-17
DOV,2013-01-24,BMO,2013-01-23,2013-01-24
DOV,2013-04-17,BMO,2013-04-16,2013-04-17
DOV,2013-07-18,BMO,2013-07-17,2013-07-18
DOV,2013-10-17,BMO,2013-10-16,2013-10-17
DOV,2014-01-30,BMO,2014-01-29,2014-01-30
DOV,2014-04-17,BMO,2014-04-16,2014-04-17
DOV,2014-07-17,BMO,2014-07-16,2014-07-17
DOV,2014-10-16,BMO,2014-10-15,2014-10-16
DOV,2015-01-27,BMO,2015-01-26,2015-01-27
DOV,2015-04-21,BMO,2015-04-20,2015-04-21
DOV,2015-07-21,BMO,2015-07-20,2015-07-21
DOV,2015-10-20,BMO,2015-10-19,2015-10-20
DOV,2016-01-26,BMO,2016-01-25,2016-01-26
DOV,2016-04-21,BMO,2016-04-20,2016-04-21
DOV,2016-07-21,BMO,2016-07-20,2016-07-21
DOV,2016-10-19,BMO,2016-10-18,2016-10-19
DOV,2017-01-26,BMO,2017-01-25,2017-01-26
DOV,2017-04-20,BMO,2017-04-19,2017-04-20
DOV,2017-07-20,BMO,2017-07-19,2017-07-20
DOV,2017-10-19,BMO,2017-10-18,2017-10-19
DOV,2018-01-30,BMO,2018-01-29,2018-01-30
DOV,2018-04-27,BMO,2018-04-26,2018-04-27
DOV,2018-07-19,BMO,2018-07-18,2018-07-19
DOV,2018-10-18,BMO,2018-10-17,2018-10-18
DOV,2019-01-29,BMO,2019-01-28,2019-01-29
DOV,2019-04-18,BMO,2019-04-17,2019-04-18
DOV,2019-07-18,BMO,2019-07-17,2019-07-18
DOV,2019-10-17,BMO,2019-10-16,2019-10-17
DOV,2020-01-30,BMO,2020-01-29,2020-01-30
DOV,2020-04-21,BMO,2020-04-20,2020-04-21
DOV,2020-07-22,BMO,2020-07-21,2020-07-22
DOV,2020-10-20,BMO,2020-10-19,2020-10-20
DOV,2021-01-28,BMO,2021-01-27,2021-01-28
DOV,2021-04-20,BMO,2021-04-19,2021-04-20
DOV,2021-07-20,BMO,2021-07-19,2021-07-20
DOV,2021-10-19,BMO,2021-10-18,2021-10-19
DOV,2022-01-27,BMO,2022-01-26,2022-01-27
DOW,2019-04-02,BMO,2019-04-01,2019-04-02
DOW,2019-05-02,BMO,2019-05-01,2019-05-02
DOW,2019-07-25,BMO,2019-07-24,2019-07-25
DOW,2019-10-24,BMO,2019-10-23,2019-10-24
DOW,2020-01-29,BMO,2020-01-28,2020-01-29
DOW,2020-04-30,BMO,2020-04-29,2020-04-30
DOW,2020-07-23,BMO,2020-07-22,2020-07-23
DOW,2020-10-22,BMO,2020-10-21,2020-10-22
DOW,2021-01-28,BMO,2021-01-27,2021-01-28
DOW,2021-04-22,BMO,2021-04-21,2021-04-22
DOW,2021-07-22,BMO,2021-07-21,2021-07-22
DOW,2021-10-21,BMO,2021-10-20,2021-10-21
DOW,2022-01-27,BMO,2022-01-26,2022-01-27
DOYU,2019-08-13,BMO,2019-08-12,2019-08-13
DOYU,2019-11-27,BMO,2019-11-26,2019-11-27
DOYU,2020-03-19,BMO,2020-03-18,2020-03-19
DOYU,2020-08-10,BMO,2020-08-07,2020-08-10
DOYU,2020-11-11,BMO,2020-11-10,2020-11-11
DOYU,2021-03-23,BMO,2021-03-22,2021-03-23
DOYU,2021-05-18,BMO,2021-05-17,2021-05-18
DOYU,2021-08-16,BMO,2021-08-13,2021-08-16
DOYU,2021-11-16,BMO,2021-11-15,2021-11-16
DPZ,2004-10-19,BMO,2004-10-18,2004-10-19
DPZ,2005-05-10,BMO,2005-05-09,2005-05-10
DPZ,2005-08-03,BMO,2005-08-02,2005-08-03
DPZ,2005-10-25,BMO,2005-10-24,2005-10-25
DPZ,2006-04-27,BMO,2006-04-26,2006-04-27
